Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
LeFruit,@Clement62159861,2024-05-09T21:24:18.000Z,False,Nuremberg 2.0,0,0,0,109,[],[],[],https://pbs.twimg.com/profile_images/1472342086649364485/OYwwEixa_normal.jpg,https://x.com/Clement62159861/status/1788681426025447888,tweet_id:1788681426025447888
Captain Tomos,@RenewalCaptain,2024-05-09T21:43:38.000Z,False,Free plasticine,0,0,0,57,[],[],[],https://pbs.twimg.com/profile_images/1667879238827929601/_qllXS5J_normal.jpg,https://x.com/RenewalCaptain/status/1788686290268909731,tweet_id:1788686290268909731
My Necessities,@MyNecessity_,2024-05-09T22:25:43.000Z,False,What are those???,0,0,0,124,[],[],[],https://pbs.twimg.com/profile_images/1711716315616948224/18Qt4Uau_normal.jpg,https://x.com/MyNecessity_/status/1788696881473662995,tweet_id:1788696881473662995
warrior Gran,@h_mccready,2024-05-09T20:54:50.000Z,False,WTAF,0,0,0,599,[],[],[],https://pbs.twimg.com/profile_images/1777299444528021504/KpTThrtM_normal.jpg,https://x.com/h_mccready/status/1788674008000410075,tweet_id:1788674008000410075
Billy Bragg Hates Women,@cheekyniknowit,2024-05-10T00:55:51.000Z,False,"The actual state of them parading paraphilias. 
They're more of a threat than Israel",0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/1787472270165721088/qoHsNQet_normal.jpg,https://x.com/cheekyniknowit/status/1788734662136811839,tweet_id:1788734662136811839
patrick woxen,@PatrickWoxen,2024-05-09T21:14:14.000Z,False,military bands doesnt rly actually fight tho,0,0,0,4.2K,[],[],[],https://pbs.twimg.com/profile_images/1498372625009098758/hPEGxvGD_normal.png,https://x.com/PatrickWoxen/status/1788678893764763837,tweet_id:1788678893764763837
Naor,@Naoroy19,2024-05-09T21:53:26.000Z,False,"no genocide. *WAR*
and thank you for the clout :)",0,0,0,1.6K,[],[],[],https://pbs.twimg.com/profile_images/1721700371209342976/Q_ULXB3L_normal.jpg,https://x.com/Naoroy19/status/1788688757182345297,tweet_id:1788688757182345297
harelmma,@harelMMA,2024-05-09T21:18:25.000Z,False,Good for her,0,0,0,1.6K,[],[],['\\U0001f525'],https://pbs.twimg.com/profile_images/1716517730482786304/S8LTnw4G_normal.jpg,https://x.com/harelMMA/status/1788679942663815376,tweet_id:1788679942663815376
James,@jamesgunnwrites,2024-05-09T20:33:43.000Z,False,Like all Israeli citizens have to do. National service. It’s a thing in plenty of places in the world. What’s that got to do with her performance at a song contest?,0,0,0,8.1K,[],[],[],https://pbs.twimg.com/profile_images/1524849071944568832/7IE5v2Wy_normal.jpg,https://x.com/jamesgunnwrites/status/1788668696744882674,tweet_id:1788668696744882674
t.t,@tzsg123,2024-05-09T21:32:35.000Z,False,"so??

She wouldn't have needed it if Hamas and all the Arab countries around us didn't want to eliminate Israel

But someone has to protect Israel and they are the residents!

If Hamas & Iran & Syria & Lebanon & Yemen & Iraq & Qatar leave us alone we will not need an army",0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/592926093637627904/gD7xOwYS_normal.jpg,https://x.com/tzsg123/status/1788683510024118623,tweet_id:1788683510024118623
SilverM.,@SilverMalibu88,2024-05-10T01:16:34.000Z,False,Disgusting excuse for a woman,0,0,0,460,[],[],[],https://pbs.twimg.com/profile_images/1725525945329565696/vsv2Je0q_normal.jpg,https://x.com/SilverMalibu88/status/1788739876872958148,tweet_id:1788739876872958148
Joemama,@YoramYO1,2024-05-09T21:07:54.000Z,False,Oh no people doing mandatory service  for their country?,0,0,0,3.4K,[],[],[],https://pbs.twimg.com/profile_images/1763262749616881664/jD0RGcHv_normal.jpg,https://x.com/YoramYO1/status/1788677296565391542,tweet_id:1788677296565391542
Me,@soisraeli,2024-05-09T22:06:11.000Z,False,"Representing her beautiful country and protecting it from rapists and murderers? 

QUEEN ",0,0,0,569,[],[],"['\\U0001f478\\U0001f3fb', '\\u2764\\ufe0f', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1771572036327948289/Onr0t9pw_normal.jpg,https://x.com/soisraeli/status/1788691964084224326,tweet_id:1788691964084224326
Atarkatar,@Atarkr0404,2024-05-12T06:55:53.000Z,False,,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1735958359033974785/d--pv_Z2_normal.jpg,https://x.com/Atarkr0404/status/1789550042950344743,tweet_id:1789550042950344743
Fresc,@_Fresc_,2024-05-09T20:44:39.000Z,False,mandatory national service.,0,0,0,12K,[],[],[],https://pbs.twimg.com/profile_images/1628162906926854145/56JyzCZ-_normal.jpg,https://x.com/_Fresc_/status/1788671446857740530,tweet_id:1788671446857740530
Alexandra,@Xeaxy0,2024-05-09T20:58:18.000Z,False,Good for her.,0,0,0,1K,[],[],[],https://pbs.twimg.com/profile_images/1608532553148809218/tmbHwWry_normal.jpg,https://x.com/Xeaxy0/status/1788674882038902809,tweet_id:1788674882038902809
Ken H,@Bags4Me_,2024-05-10T16:12:59.000Z,False,Hamas massacre October 7 th ... ,0,0,0,112,[],[],"['\\U0001f648', '\\U0001f649']",https://pbs.twimg.com/profile_images/1500739709311627267/n6h9yKiv_normal.jpg,https://x.com/Bags4Me_/status/1788965468222398536,tweet_id:1788965468222398536
Lori Diaz,@Lori759,2024-05-09T23:38:03.000Z,False,Por aca haciendo el homework para la cancion de #Israel,0,0,0,62,['#Israel'],[],[],https://pbs.twimg.com/profile_images/684857991040901121/QumazZ3l_normal.jpg,https://x.com/Lori759/status/1788715085688418411,tweet_id:1788715085688418411
David Carbonell,@David33345064,2024-05-09T21:45:05.000Z,False,Eso es un calmante para el dolor de muelas,0,0,0,46,[],[],[],https://pbs.twimg.com/profile_images/1079435938814746626/hsJvxUZt_normal.jpg,https://x.com/David33345064/status/1788686654250659995,tweet_id:1788686654250659995
Luisa,@Luisaymas,2024-05-09T21:41:38.000Z,False,Muy bonita .,0,0,0,27,[],[],[],https://pbs.twimg.com/profile_images/1594793076697997327/hSGY38Bb_normal.jpg,https://x.com/Luisaymas/status/1788685786688233875,tweet_id:1788685786688233875
Juanjo AndreuSantana,@juanjoseandreu,2024-05-09T20:42:55.000Z,False,Acabo de votarla en respuesta al odio antisemita occidental,0,0,0,112,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1495721964052303874/HA2fmtwE_normal.jpg,https://x.com/juanjoseandreu/status/1788671010302001157,tweet_id:1788671010302001157
miklausrueda,@miklausrueda,2024-05-09T21:04:21.000Z,False,Wow  que hermoso canta!,0,0,0,71,[],[],['\\U0001f60d'],https://pbs.twimg.com/profile_images/1671295790344556546/C2yWUCi2_normal.jpg,https://x.com/miklausrueda/status/1788676406571839495,tweet_id:1788676406571839495
Pedro Almorrana,@Ignacio13740747,2024-05-09T22:30:21.000Z,False,Bonita canción.,0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1678405154624733189/rflp4hKN_normal.jpg,https://x.com/Ignacio13740747/status/1788698048874299597,tweet_id:1788698048874299597
Einsamkeit Frühling,@Sofia61781695,2024-05-09T20:40:58.000Z,False,Muy bonita. Me ha gustado mucho.,0,0,0,94,[],[],[],https://pbs.twimg.com/profile_images/1793013914193518592/fKxeBI_p_normal.jpg,https://x.com/Sofia61781695/status/1788670521413877880,tweet_id:1788670521413877880
Lau,@lerner_laura,2024-05-09T20:51:43.000Z,False,Votada,0,0,0,48,[],[],[],https://pbs.twimg.com/profile_images/1700734023385989120/ntUxCCYF_normal.jpg,https://x.com/lerner_laura/status/1788673224928022899,tweet_id:1788673224928022899
divergent,@Koatty189,2024-05-10T06:29:37.000Z,False,Hecho!,0,0,0,31,[],[],[],https://pbs.twimg.com/profile_images/920337013655719936/lw1RAtql_normal.jpg,https://x.com/Koatty189/status/1788818657608712699,tweet_id:1788818657608712699
Yo estoy con Israel viva la vida,@lmIsrael67,2024-05-09T21:21:22.000Z,False,Hecho ,0,0,0,44,[],[],['\\u2611\\ufe0f'],https://pbs.twimg.com/profile_images/1788316025789853696/Y4L2Pqw-_normal.jpg,https://x.com/lmIsrael67/status/1788680685198172646,tweet_id:1788680685198172646
Yo estoy con Israel viva la vida,@lmIsrael67,2024-05-09T21:24:21.000Z,False,Mira la cara de la que le pidió a Edén Golán de no publicar su foto que las retrata juntas. Esta quedo afuera de la final ,0,0,0,105,[],[],"['\\U0001f602', '\\U0001f602', '\\U0001f602', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1788316025789853696/Y4L2Pqw-_normal.jpg,https://x.com/lmIsrael67/status/1788681439153676571,tweet_id:1788681439153676571
Yo estoy con Israel viva la vida,@lmIsrael67,2024-05-09T21:25:28.000Z,False,,0,0,0,90,[],[],[],https://pbs.twimg.com/profile_images/1788316025789853696/Y4L2Pqw-_normal.jpg,https://x.com/lmIsrael67/status/1788681719207350627,tweet_id:1788681719207350627
Ester.Clemente.Ricardo,@MemeMonsalve,2024-05-09T20:22:05.000Z,False,Ya le voté,0,0,0,77,[],[],[],https://pbs.twimg.com/profile_images/1289459909747249153/Kr7UAKdu_normal.jpg,https://x.com/MemeMonsalve/status/1788665768348876905,tweet_id:1788665768348876905
luisdelga,@luisdelga_01,2024-05-09T20:29:15.000Z,False,"Votada, y es que es muy bonita, y ella tiene una voz preciosa.",0,0,0,135,[],[],[],https://pbs.twimg.com/profile_images/1651296302678917122/935i_5cD_normal.jpg,https://x.com/luisdelga_01/status/1788667572700750057,tweet_id:1788667572700750057
Ros,@Ros22620867,2024-05-09T22:15:20.000Z,False,,0,0,0,27,[],[],"['\\U0001f496', '\\U0001f496', '\\U0001f496']",https://pbs.twimg.com/profile_images/1434318664833064962/KFjYRDDH_normal.jpg,https://x.com/Ros22620867/status/1788694266157334800,tweet_id:1788694266157334800
Sirio,@siriomerenda,2024-05-09T20:14:42.000Z,False,"tutto questo è andato in onda sulla rai alle 22...
e la censura muta...#ESCita #Eurovision2024 #Eurovision #Zorra",0,0,0,0,"['#ESCita', '#Eurovision2024', '#Eurovision', '#Zorra']",[],[],https://pbs.twimg.com/profile_images/1784137061357780992/oO2ZTI82_normal.jpg,https://x.com/siriomerenda/status/1788663911090147693,tweet_id:1788663911090147693
LaFedeCi,@LaFedeCi,2024-05-09T21:46:42.000Z,False,"Pillon, Adinolfi e Vannacci stanno ancora coi sali a riprendersi. aspetto i tweet,se mai si ripigliano, sabato sera o domenica visto che in finale c'è il soft porn gay made in uk, l'esorcismo dell'irlanda e la Spagna. anche il codacons non sa da dove iniziare con gli esposti ",0,0,0,3K,[],[],"['\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1756956148253569024/3AW2dAoO_normal.jpg,https://x.com/LaFedeCi/status/1788687061312041179,tweet_id:1788687061312041179
Jolejole31,@jolejole31,2024-05-10T06:52:25.000Z,False,A me non sono dispiaciuti e non mi hanno disturbato... e sono una nonna.,0,0,0,131,[],[],[],https://pbs.twimg.com/profile_images/1762069129471692800/x8rUGL4v_normal.jpg,https://x.com/jolejole31/status/1788824395345006926,tweet_id:1788824395345006926
pablo,@pablo063453311,2024-05-10T13:13:41.000Z,False,che cagata galattica,0,0,0,33,[],[],[],https://pbs.twimg.com/profile_images/1597598675957694466/MCRIp1Hl_normal.jpg,https://x.com/pablo063453311/status/1788920343257567672,tweet_id:1788920343257567672
vincenzo,@vavi6869,2024-05-10T12:16:34.000Z,False,Eurovision è diventato una succursale del GayPride,0,0,0,23,[],[],[],https://pbs.twimg.com/profile_images/1709931234418380800/4xOUg__m_normal.jpg,https://x.com/vavi6869/status/1788905971047071858,tweet_id:1788905971047071858
Puccio Sterza,@Puccio_Sterza,2024-05-10T05:22:18.000Z,False,"Quando c'è un ""en"" di troppo...",0,0,0,145,[],[],[],https://pbs.twimg.com/profile_images/1407276498915049473/1V6F-vwO_normal.jpg,https://x.com/Puccio_Sterza/status/1788801718047629379,tweet_id:1788801718047629379
Elena Lossi (Parody),@elena_lossi,2024-05-10T15:01:06.000Z,False,Quindi sabato sera sarà su RAI 1!,0,0,0,155,[],[],[],https://pbs.twimg.com/profile_images/1588257999935635456/zJVxIg2y_normal.jpg,https://x.com/elena_lossi/status/1788947376087969918,tweet_id:1788947376087969918
Ian Sola #IranRevoIution #giûlemanidaibambini,@nipotinadiPutin,2024-05-09T22:49:30.000Z,False,"della serie < il talento  si evince immediatamente>
Vinceranno il Grammy Award di certo",0,0,0,250,[],[],[],https://pbs.twimg.com/profile_images/1395606723/avatar1_normal.jpg,https://x.com/nipotinadiPutin/status/1788702866074382677,tweet_id:1788702866074382677
La Gola di Cologno,@Karis24IT,2024-05-09T22:24:38.000Z,False,Mutandone ascellare ,0,0,0,290,[],[],['\\u2764\\ufe0f'],https://pbs.twimg.com/profile_images/989311096707276802/9j9j-JPn_normal.jpg,https://x.com/Karis24IT/status/1788696609032700281,tweet_id:1788696609032700281
And mor,@Andmor12,2024-05-09T22:45:34.000Z,False,Ma questa non è musica ,0,0,0,1.1K,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1250405824276676609/4ZRJFury_normal.jpg,https://x.com/Andmor12/status/1788701877183332534,tweet_id:1788701877183332534
Patrizia18#IOVOTO,@patrizia183,2024-05-10T03:47:43.000Z,False,C'è chi vede ancora Eurovision?,0,0,0,834,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1352857153288232961/DATDdvaQ_normal.jpg,https://x.com/patrizia183/status/1788777913577292034,tweet_id:1788777913577292034
𝙻𝚊𝙱𝚎𝚕𝚕𝚎𝙻𝚒𝚜𝚎𝚞𝚜𝚎,@Nnpr3R,2024-05-10T07:27:06.000Z,False,"La Spagna fa sempre questi spettacolini, non è per questa esibizione ma la moda, anche americana, di canzoni e cantanti che si esibiscono in una sorta di balletto porno soft. Rihanna, madonna, Cyrus... facciamo l'elenco ?",0,0,0,782,[],[],[],https://pbs.twimg.com/profile_images/1768345244305678336/YFHXKeBy_normal.jpg,https://x.com/Nnpr3R/status/1788833124933115960,tweet_id:1788833124933115960
Ray,@claudio_raggio,2024-05-10T16:49:30.000Z,False,,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1753831709932429312/Ba20EOnv_normal.jpg,https://x.com/claudio_raggio/status/1788974658206757125,tweet_id:1788974658206757125
Mattia Bertini,@Mattiuzzo92,2024-05-10T06:48:00.000Z,False,"XXI secolo, SVEGLIAAAAAAAAA",0,0,0,154,[],[],[],https://pbs.twimg.com/profile_images/1731630035629449216/Y7XoAqzO_normal.jpg,https://x.com/Mattiuzzo92/status/1788823283032305681,tweet_id:1788823283032305681
Jo Condor,@Ale_McNialo70,2024-05-09T23:30:04.000Z,False,Ma le ballerine di sesso femminile sono tutte morte?,0,0,0,523,[],[],[],https://pbs.twimg.com/profile_images/1782918570181054464/VScdlCQV_normal.jpg,https://x.com/Ale_McNialo70/status/1788713073617809866,tweet_id:1788713073617809866
"Lavora tu, stronza",@nvrcisvs,2024-05-09T22:35:48.000Z,False,Lei palesemente Myss Keta fra 40 anni,0,0,0,218,[],[],[],https://pbs.twimg.com/profile_images/1758012698711724032/xIWjrkv6_normal.jpg,https://x.com/nvrcisvs/status/1788699417333117174,tweet_id:1788699417333117174
Nicolò Edoardo,@theangelnic,2024-05-10T02:50:26.000Z,False,Finally,0,0,0,610,[],[],[],https://pbs.twimg.com/profile_images/1774213401373200384/4MT5zMJ__normal.jpg,https://x.com/theangelnic/status/1788763498303852819,tweet_id:1788763498303852819
Luca,@thelandmark23,2024-05-10T04:32:38.000Z,False,Più che altro sarebbe stato da intervenire per la bruttezza dell’insieme …,0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1708353063390457856/5ddVJuH4_normal.jpg,https://x.com/thelandmark23/status/1788789220657488219,tweet_id:1788789220657488219
Sem SCLAB,@s_sclab,2024-05-10T08:39:01.000Z,False,L’Eurovision è sempre stato così “folkloristico” solo che fino a qualche anno fa in italia non se lo cagava nessuno…ora indignazione…,0,0,0,414,[],[],[],https://pbs.twimg.com/profile_images/1628043161237872642/-8TanCtc_normal.jpg,https://x.com/s_sclab/status/1788851222591529242,tweet_id:1788851222591529242
Cheffa,@Cheffa13,2024-05-10T08:57:00.000Z,False,Ma perché che c'è da censurare? Ma quanti anni hai? Adolescenza nel medioevo?,0,0,0,119,[],[],[],https://pbs.twimg.com/profile_images/1320699181250629636/IydWo8wR_normal.jpg,https://x.com/Cheffa13/status/1788855750330040474,tweet_id:1788855750330040474
AmmutinatodelBounty,@fifranzo,2024-05-10T02:16:59.000Z,False,Che schifo,0,0,0,317,[],[],[],https://pbs.twimg.com/profile_images/1464512015112839175/5M_1uUDZ_normal.jpg,https://x.com/fifranzo/status/1788755079572418663,tweet_id:1788755079572418663
Nino,@Nino58024742,2024-05-10T05:43:38.000Z,False,Fantastica,0,0,0,448,[],[],[],https://pbs.twimg.com/profile_images/1392077940612022278/bBL2vGX1_normal.jpg,https://x.com/Nino58024742/status/1788807084592488469,tweet_id:1788807084592488469
Adriano,@Adriano61296656,2024-05-09T21:59:37.000Z,False,Che troiata,0,0,0,1.2K,[],[],[],https://pbs.twimg.com/profile_images/1761427929353867266/G-CHrrM4_normal.jpg,https://x.com/Adriano61296656/status/1788690313592091096,tweet_id:1788690313592091096
Santino,@CorvinoSantino,2024-05-09T20:24:44.000Z,False,L'Occidente è decadenza...,0,0,0,756,[],[],[],https://pbs.twimg.com/profile_images/1770654664117088256/VmE5qwRW_normal.jpg,https://x.com/CorvinoSantino/status/1788666436493218164,tweet_id:1788666436493218164
Gianluca Meschini,@italygaga1,2024-05-09T22:42:41.000Z,False,Ma censura de che che sarai stato davanti alla tv a fatte na pippa,0,0,0,174,[],[],[],https://pbs.twimg.com/profile_images/1668916010227757056/H3pWrVvk_normal.jpg,https://x.com/italygaga1/status/1788701151694647566,tweet_id:1788701151694647566
Caravaggio56,@caravaggio56,2024-05-10T09:36:59.000Z,False,I guardiapalle del generale,0,0,0,64,[],[],[],https://pbs.twimg.com/profile_images/1044235139902054401/O6HdUrdV_normal.jpg,https://x.com/caravaggio56/status/1788865810041037217,tweet_id:1788865810041037217
il Månzø,@bafio8,2024-05-10T12:59:18.000Z,False,Chiamate il generale ,0,0,0,79,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1675818327304724482/2Ut7NJoR_normal.jpg,https://x.com/bafio8/status/1788916726882505127,tweet_id:1788916726882505127
Eddy Buiting,@yddeb,2024-05-09T20:27:58.000Z,False,Als je veel borsthaar hebt en teveel lampenolie op je tuinkachel spuit,0,0,0,721,[],[],[],https://pbs.twimg.com/profile_images/487141026683813889/g7_3ZM7V_normal.jpeg,https://x.com/yddeb/status/1788667250129371360,tweet_id:1788667250129371360
★ MCMLXXVIII,@SMNVNDK,2024-05-10T06:07:30.000Z,False,Must ti maar uitkijken waar hij ging fietsen ,0,0,0,137,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1587254424195440641/Nus9GOfm_normal.jpg,https://x.com/SMNVNDK/status/1788813091662180817,tweet_id:1788813091662180817
Aag Je,@JeAag83113,2024-05-09T20:30:26.000Z,False,,0,0,0,215,[],[],[],https://pbs.twimg.com/profile_images/1777338412904689665/zGFNuZtU_normal.jpg,https://x.com/JeAag83113/status/1788667871100354843,tweet_id:1788667871100354843
Sas,@HomePiggy,2024-05-09T21:22:42.000Z,False,Whahaha,0,0,0,111,[],[],[],https://pbs.twimg.com/profile_images/1789056915416215553/Sq2qHROW_normal.jpg,https://x.com/HomePiggy/status/1788681021979861240,tweet_id:1788681021979861240
vRaAgIsWaKeRoMgIf,@thesouth60,2024-05-09T20:45:12.000Z,False,,0,0,0,131,[],[],[],https://pbs.twimg.com/profile_images/1607703308700983299/DOQtmv1M_normal.jpg,https://x.com/thesouth60/status/1788671586351915378,tweet_id:1788671586351915378
Jeroen van der Veer,@JeroenvdVeer,2024-05-24T20:36:21.000Z,False,"Geen flauw idee wie de maker van deze foto is, maar ik blijf er maar naar kijken.",0,0,0,224K,[],[],[],https://pbs.twimg.com/profile_images/1488651252032581641/8BPTMQyz_normal.jpg,https://x.com/JeroenvdVeer/status/1794105175029735897,tweet_id:1794105175029735897
Peter Pannekoek,@PannekoekPeter,2024-05-24T07:42:23.000Z,False,De jongen rechts op de foto speelt dit weekend de laatste voorstellingen van DNA maar veel belangrijker: de man in het midden speelt dit weekend zijn laatst show ooit. Een ongekend mooie carrière! Wat de man links dit weekend doet weet ik niet. Dat was een opdringerige fan #youp,0,0,0,98K,['#youp'],[],[],https://pbs.twimg.com/profile_images/1595204960001695749/eP-GCsu6_normal.jpg,https://x.com/PannekoekPeter/status/1793910400276447300,tweet_id:1793910400276447300
Wilfred Westerveld,@WWesterveld1,2024-05-25T08:26:26.000Z,False,"Valt dit onder krimpflatie?

Pinda weg.",0,0,0,68K,[],[],[],https://pbs.twimg.com/profile_images/1787748355545690114/KJkjU2nQ_normal.jpg,https://x.com/WWesterveld1/status/1794283873372901584,tweet_id:1794283873372901584
Aran Bade,@AranBade,2024-05-25T13:46:15.000Z,False,"Groot Brittannië, Ierland, Griekenland, Noorwegen, Zwitserland en Portugal stonden dus op het punt de finale te skippen. Niet de minste landen. Wat de landen heeft overgehaald om toch mee te doen, blijft onduidelijk. #eurovision",0,0,0,87K,['#eurovision'],[],[],https://pbs.twimg.com/profile_images/1627724692768292872/9qOJGFug_normal.jpg,https://x.com/AranBade/status/1794364359743029386,tweet_id:1794364359743029386
Amra Watson,@AmraWatson,2024-05-09T20:08:04.000Z,False,"The whole Eurovision show has been highly political for many years. The songs are not often judged on the merits.
To say it is not political is hypocrisy. People don't want Israel's presence whilst innocent children being slaughtered. #Gaza#eurovision2024",0,0,0,0,"['#Gaza', '#eurovision2024']",[],[],https://pbs.twimg.com/profile_images/1141423973311401985/TihARjcY_normal.jpg,https://x.com/i/status/1788579340575179128,tweet_id:1788579340575179128
martin smith,@simples169,2024-05-10T02:12:49.000Z,False,"I hope Israel win,what would they do then",0,0,0,136,[],[],[],https://pbs.twimg.com/profile_images/2164328585/send_match_pic2_normal.jpg,https://x.com/simples169/status/1788754034255335554,tweet_id:1788754034255335554
Amra Watson,@AmraWatson,2024-05-10T07:15:09.000Z,False,"So what it will only mean because most people are boycotting Eurovision Song Contest and only people who are keeping their eyes firmly closed to what is happening right now in Rafah, are voting.",0,0,0,125,[],[],[],https://pbs.twimg.com/profile_images/1141423973311401985/TihARjcY_normal.jpg,https://x.com/AmraWatson/status/1788830115557749128,tweet_id:1788830115557749128
"Hypnotic Rocket OBE,CBE,MBE,PhD",@HypnoticRocket,2024-05-09T23:26:30.000Z,False,Well they got through so it would seem they are wanted there after all.,0,0,0,228,[],[],[],https://pbs.twimg.com/profile_images/1783170022757543936/0fWJBwkv_normal.jpg,https://x.com/HypnoticRocket/status/1788712179333530059,tweet_id:1788712179333530059
Amra Watson,@AmraWatson,2024-05-10T07:16:32.000Z,False,"It only means that most people are boycotting Eurovision Song Contest and only people who are keeping their eyes firmly closed to what is happening right now in Rafah, are voting.",0,0,0,157,[],[],[],https://pbs.twimg.com/profile_images/1141423973311401985/TihARjcY_normal.jpg,https://x.com/AmraWatson/status/1788830464049807718,tweet_id:1788830464049807718
Dyor,@Powerfulmindx,2024-05-10T12:30:22.000Z,True,"#Israeli Whistle blower on @CNNMilitary facilities holding #Palestinians where reports of abuse have surfaced in #Israeli and #Arab Media.  @CNN obtained rare accounts from #Israelis working at the facility.
Shame on you @Israel @netanyahu and all world leaders that are funding",0,0,0,33,[],[],[],https://pbs.twimg.com/profile_images/1672526129989558273/4dXsKXMX_normal.jpg,https://x.com/Powerfulmindx/status/1788909442290868596,tweet_id:1788909442290868596
Revisionary #8928,@counterjoint,2024-05-09T20:47:44.000Z,False,"The thing I don't understand is how a ME country can play in European competitions, such as champions league etc...",0,0,0,403,[],[],[],https://pbs.twimg.com/profile_images/1711075924500733952/TXaBet0b_normal.jpg,https://x.com/counterjoint/status/1788672222577463689,tweet_id:1788672222577463689
Sean Chapman,@SeanChTw,2024-05-09T23:11:24.000Z,False,"I want Israel there. Most regular people want them there. The unwashed marxists, jihadist and anti-semites that say otherwise think they are the majority, but they really are not.",0,0,0,126,[],[],[],https://pbs.twimg.com/profile_images/1501136886408097794/I0d3Tweb_normal.jpg,https://x.com/SeanChTw/status/1788708376811073892,tweet_id:1788708376811073892
ωιѕємαη®,@WiSeM4N_,2024-05-09T22:46:30.000Z,False,,0,0,0,130,[],[],"['\\U0001f4aa', '\\U0001f1ee\\U0001f1f1', '\\U0001f4aa']",https://pbs.twimg.com/profile_images/1648332002595094536/183--ICC_normal.jpg,https://x.com/WiSeM4N_/status/1788702109765865726,tweet_id:1788702109765865726
Dido*,@didopich,2024-05-10T14:01:15.000Z,False,Don't vote Israel it is that simple. They always bribe to win or get influence at anything but I think this time the whole world can see what they really are.,0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1485608207812907016/jn_7xkXQ_normal.jpg,https://x.com/didopich/status/1788932316678558141,tweet_id:1788932316678558141
Muir,@Meeyooer,2024-05-10T04:53:47.000Z,False,For years I only tuned in after the songs were (mercifully) finished to enjoy accurately predicting the voting ,0,0,0,98,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1793336263338070016/bo1K67oW_normal.jpg,https://x.com/Meeyooer/status/1788794541367042106,tweet_id:1788794541367042106
Buzzno followers please,@amcey3,2024-05-10T13:58:50.000Z,False,"I've always been against Israel being in the contest purely because of geography. 
I hope they win, like Ukraine. 
'People' obviously DO want them there, well, the ones that aren't terrorist sympathisers do!",0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1387424476002934791/9X77-r3x_normal.jpg,https://x.com/amcey3/status/1788931707728482606,tweet_id:1788931707728482606
David,@david58228121,2024-05-10T00:21:29.000Z,False,Basically an unsavoury bunch. The voting public appear to have said otherwise,0,0,0,67,[],[],[],https://pbs.twimg.com/profile_images/1758685031818547200/GzTU_Nan_normal.jpg,https://x.com/david58228121/status/1788726013607792649,tweet_id:1788726013607792649
TJ,@TeresaJ77787858,2024-05-10T08:52:16.000Z,False,Someone tweeted earlier 40% of the sponsorship is Israeli. Says it all.,0,0,0,39,[],[],[],https://pbs.twimg.com/profile_images/1482590281887322112/-cLwJI9H_normal.jpg,https://x.com/TeresaJ77787858/status/1788854558350790662,tweet_id:1788854558350790662
allclawsnowwithdrawn,@slippingawayto,2024-05-09T21:19:08.000Z,False,The responsibility for children being killed rests entirely with Hamas.,0,0,0,302,[],[],[],https://pbs.twimg.com/profile_images/1254857489037877251/ERygx69k_normal.jpg,https://x.com/slippingawayto/status/1788680126483308935,tweet_id:1788680126483308935
Haleim,@Halim12269,2024-05-10T13:59:19.000Z,False,https://x.com/ramabdu/status/1788663510991274254?s=12…,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1751904018056785920/Tc67o5Sd_normal.jpg,https://x.com/Halim12269/status/1788931830823244150,tweet_id:1788931830823244150
irysia,@irysia_ua,2024-05-10T01:00:24.000Z,False,"Somehow I don’t remember such protests when russia attacked Georgia, Ukraine, Syria and again Ukraine. On the contrary, everyone applauded russia and their fake songs about peace. Hypocrites",0,0,0,95,[],[],[],https://pbs.twimg.com/profile_images/378800000851818027/0c8ef833f932c75dd885f4337a186531_normal.jpeg,https://x.com/irysia_ua/status/1788735809199145433,tweet_id:1788735809199145433
